requirement_code,module,category_code,restricted,notes
MAT-031,MOD-MATERNITY-HOME,MEDICINES_GENERAL,true,
MAT-032,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-033,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-034,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-035,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-036,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-037,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-038,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-039,MOD-MATERNITY-HOME,MEDICINES_GENERAL,true,
MAT-040,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-041,MOD-MATERNITY-HOME,WASTE_MANAGEMENT,false,
MAT-042,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-043,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-044,MOD-MATERNITY-HOME,ANTHROPOMETRY_NUTRITION,false,
MAT-045,MOD-MATERNITY-HOME,FACILITY_GENERAL_SUPPLIES,false,
MAT-046,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-047,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-048,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-049,MOD-MATERNITY-HOME,WASTE_MANAGEMENT,false,
MAT-050,MOD-MATERNITY-HOME,MEDICAL_LIGHTING,false,
MAT-051,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,Single bowl stand
MAT-052,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-053,MOD-MATERNITY-HOME,STERILISATION_DISINFECTION,false,
MAT-055,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-056,MOD-MATERNITY-HOME,DIAGNOSTIC_INSTRUMENTS,false,
MAT-057,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-058,MOD-MATERNITY-HOME,PATIENT_MONITORING,false,
MAT-059,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-060,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-061,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-062,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-063,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-064,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-065,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-066,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-067,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-068,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-069,MOD-MATERNITY-HOME,REGISTERS_SIGNAGE_STATIONERY,false,
MAT-070,MOD-MATERNITY-HOME,REGISTERS_SIGNAGE_STATIONERY,false,
MAT-071,MOD-MATERNITY-HOME,ANTHROPOMETRY_NUTRITION,false,
MAT-072,MOD-MATERNITY-HOME,PPE_PROTECTIVE_WEAR,false,
MAT-073,MOD-MATERNITY-HOME,MEDICINES_GENERAL,true,
MAT-074,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-075,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-076,MOD-MATERNITY-HOME,FACILITY_GENERAL_SUPPLIES,false,
MAT-077,MOD-MATERNITY-HOME,ANTHROPOMETRY_NUTRITION,false,
MAT-078,MOD-MATERNITY-HOME,WASTE_MANAGEMENT,false,
MAT-079,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-080,MOD-MATERNITY-HOME,ANAESTHESIA_VENTILATION,false,
MAT-081,MOD-MATERNITY-HOME,PATIENT_MONITORING,false,
MAT-082,MOD-MATERNITY-HOME,PATIENT_MONITORING,false,
MAT-083,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-084,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-085,MOD-MATERNITY-HOME,ANTHROPOMETRY_NUTRITION,false,
MAT-086,MOD-MATERNITY-HOME,FACILITY_GENERAL_SUPPLIES,false,
MAT-087,MOD-MATERNITY-HOME,EMERGENCY_RESUSCITATION,false,
MAT-088,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-089,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-091,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-092,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-093,MOD-MATERNITY-HOME,WASTE_MANAGEMENT,false,
MAT-094,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-095,MOD-MATERNITY-HOME,LAUNDRY_EQUIPMENT,false,
MAT-096,MOD-MATERNITY-HOME,LAUNDRY_EQUIPMENT,false,
MAT-097,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-098,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-099,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-100,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-101,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-102,MOD-MATERNITY-HOME,PATIENT_TRANSPORT_MOBILITY,false,Bed lifter - patient handling
MAT-103,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-104,MOD-MATERNITY-HOME,MATERNITY_NEONATAL_EQUIPMENT,false,
MAT-105,MOD-MATERNITY-HOME,WASTE_MANAGEMENT,false,
MAT-106,MOD-MATERNITY-HOME,LAUNDRY_EQUIPMENT,false,
MAT-107,MOD-MATERNITY-HOME,FACILITY_GENERAL_SUPPLIES,false,
MAT-108,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-109,MOD-MATERNITY-HOME,INFUSION_INJECTION,false,
MAT-110,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-111,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-112,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-113,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-114,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,Food bain-marie trolley
MAT-115,MOD-MATERNITY-HOME,CLINICAL_FURNITURE,false,
MAT-116,MOD-MATERNITY-HOME,PATIENT_TRANSPORT_MOBILITY,false,
MAT-118,MOD-MATERNITY-HOME,PATIENT_MONITORING,false,
MAT-119,MOD-MATERNITY-HOME,DIAGNOSTIC_INSTRUMENTS,false,
MAT-120,MOD-MATERNITY-HOME,MEDICAL_LIGHTING,false,
MAT-121,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-122,MOD-MATERNITY-HOME,SUCTION_OXYGEN_DELIVERY,false,
MAT-123,MOD-MATERNITY-HOME,POINT_OF_CARE_TESTING,false,
MCR-005,MOD-MEDICAL-CONSULTING,OFFICE_FURNITURE_FILING,false,
MCR-006,MOD-MEDICAL-CONSULTING,CLINICAL_FURNITURE,false,
MCR-007,MOD-MEDICAL-CONSULTING,CLINICAL_FURNITURE,false,
MCR-008,MOD-MEDICAL-CONSULTING,CLINICAL_FURNITURE,false,
MCR-010,MOD-MEDICAL-CONSULTING,WASTE_MANAGEMENT,false,
MCR-012,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-013,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-014,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-015,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-016,MOD-MEDICAL-CONSULTING,CONTROLLED_MEDICINES,true,Midazolam (benzodiazepine) - controlled substance
MCR-017,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-018,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-019,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-020,MOD-MEDICAL-CONSULTING,SUCTION_OXYGEN_DELIVERY,false,
MCR-021,MOD-MEDICAL-CONSULTING,EMERGENCY_RESUSCITATION,false,
MCR-022,MOD-MEDICAL-CONSULTING,EMERGENCY_RESUSCITATION,false,
MCR-023,MOD-MEDICAL-CONSULTING,EMERGENCY_RESUSCITATION,false,
MCR-024,MOD-MEDICAL-CONSULTING,EMERGENCY_RESUSCITATION,false,
MCR-025,MOD-MEDICAL-CONSULTING,INFUSION_INJECTION,false,
MCR-026,MOD-MEDICAL-CONSULTING,INFUSION_INJECTION,false,
MCR-027,MOD-MEDICAL-CONSULTING,MEDICINES_GENERAL,true,
MCR-028,MOD-MEDICAL-CONSULTING,SHARPS_CLINICAL_WASTE,false,
MCR-030,MOD-MEDICAL-CONSULTING,OPTOMETRY_DIAGNOSTIC,false,
MCR-031,MOD-MEDICAL-CONSULTING,OPTOMETRY_DIAGNOSTIC,false,
MCR-032,MOD-MEDICAL-CONSULTING,OPTICAL_DISPENSING,false,
MCR-033,MOD-MEDICAL-CONSULTING,OPTOMETRY_DIAGNOSTIC,false,
MCR-034,MOD-MEDICAL-CONSULTING,OPTOMETRY_DIAGNOSTIC,false,
MCR-035,MOD-MEDICAL-CONSULTING,PATIENT_MONITORING,false,
MCR-036,MOD-MEDICAL-CONSULTING,DIAGNOSTIC_INSTRUMENTS,false,
MCR-037,MOD-MEDICAL-CONSULTING,MATERNITY_NEONATAL_EQUIPMENT,false,Fetoscope
MCR-038,MOD-MEDICAL-CONSULTING,ANTHROPOMETRY_NUTRITION,false,
MCR-039,MOD-MEDICAL-CONSULTING,POINT_OF_CARE_TESTING,false,
MCR-040,MOD-MEDICAL-CONSULTING,ANTHROPOMETRY_NUTRITION,false,
MCR-041,MOD-MEDICAL-CONSULTING,PATIENT_TRANSPORT_MOBILITY,false,
MCR-042,MOD-MEDICAL-CONSULTING,POWER_HVAC_ELECTRICAL,false,
MCR-043,MOD-MEDICAL-CONSULTING,DIAGNOSTIC_INSTRUMENTS,false,
MCR-044,MOD-MEDICAL-CONSULTING,DIAGNOSTIC_INSTRUMENTS,false,
MCR-045,MOD-MEDICAL-CONSULTING,PPE_PROTECTIVE_WEAR,false,
MCR-046,MOD-MEDICAL-CONSULTING,DIAGNOSTIC_INSTRUMENTS,false,
MCR-048,MOD-MEDICAL-CONSULTING,DIAGNOSTIC_IMAGING_EQUIPMENT,false,
MCR-050,MOD-MEDICAL-CONSULTING,CLINICAL_FURNITURE,false,
MCR-051,MOD-MEDICAL-CONSULTING,WOUND_CARE_CONSUMABLES,false,
MCR-052,MOD-MEDICAL-CONSULTING,EMERGENCY_RESUSCITATION,false,
MCR-053,MOD-MEDICAL-CONSULTING,SHARPS_CLINICAL_WASTE,false,
MCR-054,MOD-MEDICAL-CONSULTING,STERILISATION_DISINFECTION,false,
MCR-055,MOD-MEDICAL-CONSULTING,INFUSION_INJECTION,false,
MCR-057,MOD-MEDICAL-CONSULTING,WASTE_MANAGEMENT,false,
MRI-009,MOD-MRI,POWER_HVAC_ELECTRICAL,false,Power conditioning
MRI-010,MOD-MRI,RADIATION_PROTECTION_SHIELDING,false,
MRI-011,MOD-MRI,RADIATION_PROTECTION_SHIELDING,false,Cryogen venting / quench exhaust installation
MRI-013,MOD-MRI,RADIATION_PROTECTION_SHIELDING,false,
MRI-014,MOD-MRI,RADIATION_PROTECTION_SHIELDING,false,
MRI-015,MOD-MRI,DIAGNOSTIC_IMAGING_EQUIPMENT,false,"MRI-compatible accessory set (sphyg, wheelchair, injector)"
NTR-005,MOD-NATURAL-THERAPIST,OFFICE_FURNITURE_FILING,false,
NTR-006,MOD-NATURAL-THERAPIST,CLINICAL_FURNITURE,false,
NTR-010,MOD-NATURAL-THERAPIST,SHARPS_CLINICAL_WASTE,false,
NTR-011,MOD-NATURAL-THERAPIST,WASTE_MANAGEMENT,false,
NTR-012,MOD-NATURAL-THERAPIST,HAND_HYGIENE_SUPPLIES,false,
NTR-013,MOD-NATURAL-THERAPIST,DIAGNOSTIC_INSTRUMENTS,false,
NTR-016,MOD-NATURAL-THERAPIST,NATURAL_THERAPY_EQUIPMENT,false,
NTR-017,MOD-NATURAL-THERAPIST,NATURAL_THERAPY_EQUIPMENT,false,
NTR-018,MOD-NATURAL-THERAPIST,NATURAL_THERAPY_EQUIPMENT,false,
NTR-025,MOD-NATURAL-THERAPIST,ICT_COMMUNICATIONS,false,
NTR-026,MOD-NATURAL-THERAPIST,ICT_COMMUNICATIONS,false,
NTR-027,MOD-NATURAL-THERAPIST,ANTHROPOMETRY_NUTRITION,false,
NTR-030,MOD-NATURAL-THERAPIST,CLINICAL_FURNITURE,false,Examination/treatment table
NUC-011,MOD-NUCLEAR-MEDICINE,DIAGNOSTIC_IMAGING_EQUIPMENT,false,
NUC-012,MOD-NUCLEAR-MEDICINE,DIAGNOSTIC_IMAGING_EQUIPMENT,false,Gamma camera computer workstation
NUC-013,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-014,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-016,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-017,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-018,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-020,MOD-NUCLEAR-MEDICINE,PPE_PROTECTIVE_WEAR,false,
NUC-021,MOD-NUCLEAR-MEDICINE,CLINICAL_CONSUMABLES,false,Absorbent tissues for radiopharmacy
NUC-022,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-023,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-024,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-026,MOD-NUCLEAR-MEDICINE,INFUSION_INJECTION,false,
NUC-027,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-028,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-029,MOD-NUCLEAR-MEDICINE,RADIATION_PROTECTION_SHIELDING,false,
NUC-030,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-031,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,
NUC-033,MOD-NUCLEAR-MEDICINE,CLINICAL_FURNITURE,false,Injection chair
NUC-034,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,Radiopharmacy spill tray
NUC-035,MOD-NUCLEAR-MEDICINE,NUCLEAR_MEDICINE_SUPPLIES,false,Shielded radioactive waste container
OCT-008,MOD-OCCUPATIONAL-THERAPY,CLINICAL_FURNITURE,false,
OCT-009,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,Therapy treatment table
OCT-010,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-011,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,Universal exercise unit
OCT-013,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-014,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-015,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-016,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,Tape measure within OT assessment kit
OCT-017,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-018,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-019,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-020,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-021,MOD-OCCUPATIONAL-THERAPY,ASSESSMENT_TOOLS,false,
OCT-023,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-024,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-025,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-026,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-027,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-028,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-029,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-030,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-031,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-032,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-033,MOD-OCCUPATIONAL-THERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
OCT-034,MOD-OCCUPATIONAL-THERAPY,WASTE_MANAGEMENT,false,
OPT-005,MOD-OPTICAL-ROOMS,OFFICE_FURNITURE_FILING,false,
OPT-006,MOD-OPTICAL-ROOMS,CLINICAL_FURNITURE,false,
OPT-007,MOD-OPTICAL-ROOMS,CLINICAL_FURNITURE,false,
OPT-008,MOD-OPTICAL-ROOMS,WASTE_MANAGEMENT,false,
OPT-009,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,Visual acuity chart
OPT-010,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-011,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-012,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,Near vision charts
OPT-013,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-014,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-015,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-016,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-017,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-018,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-019,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-020,MOD-OPTICAL-ROOMS,OPTOMETRY_DIAGNOSTIC,false,
OPT-021,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-022,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-023,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,Fitting mirror
OPT-024,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-025,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-026,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-027,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-028,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-029,MOD-OPTICAL-ROOMS,CLINICAL_FURNITURE,false,
OPT-030,MOD-OPTICAL-ROOMS,CLINICAL_FURNITURE,false,
OPT-031,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
OPT-032,MOD-OPTICAL-ROOMS,OPTICAL_DISPENSING,false,
ORT-005,MOD-ORTHOPAEDIC-TECHNOLOGIST,OFFICE_FURNITURE_FILING,false,
ORT-006,MOD-ORTHOPAEDIC-TECHNOLOGIST,OFFICE_FURNITURE_FILING,false,
ORT-007,MOD-ORTHOPAEDIC-TECHNOLOGIST,REGISTERS_SIGNAGE_STATIONERY,false,
ORT-011,MOD-ORTHOPAEDIC-TECHNOLOGIST,OFFICE_FURNITURE_FILING,false,
ORT-012,MOD-ORTHOPAEDIC-TECHNOLOGIST,CLINICAL_FURNITURE,false,
ORT-013,MOD-ORTHOPAEDIC-TECHNOLOGIST,CLINICAL_FURNITURE,false,
ORT-016,MOD-ORTHOPAEDIC-TECHNOLOGIST,SHARPS_CLINICAL_WASTE,false,
ORT-017,MOD-ORTHOPAEDIC-TECHNOLOGIST,WASTE_MANAGEMENT,false,
ORT-018,MOD-ORTHOPAEDIC-TECHNOLOGIST,HAND_HYGIENE_SUPPLIES,false,
ORT-019,MOD-ORTHOPAEDIC-TECHNOLOGIST,DIAGNOSTIC_INSTRUMENTS,false,Mixed basic diagnostic kit incl. POP cutter
ORT-020,MOD-ORTHOPAEDIC-TECHNOLOGIST,FACILITY_GENERAL_SUPPLIES,false,Full-length fitting mirror
ORT-021,MOD-ORTHOPAEDIC-TECHNOLOGIST,PPE_PROTECTIVE_WEAR,false,
ORT-022,MOD-ORTHOPAEDIC-TECHNOLOGIST,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
ORT-023,MOD-ORTHOPAEDIC-TECHNOLOGIST,EMERGENCY_RESUSCITATION,false,
ORT-024,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
ORT-025,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
ORT-026,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
ORT-027,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
ORT-028,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
ORT-029,MOD-ORTHOPAEDIC-TECHNOLOGIST,ORTHOPAEDIC_WORKSHOP,false,
PWS-020,MOD-PHARMACEUTICAL-WHOLESALER,REFRIGERATION_COLD_CHAIN,false,
PWS-024,MOD-PHARMACEUTICAL-WHOLESALER,REFRIGERATION_COLD_CHAIN,false,
PWS-025,MOD-PHARMACEUTICAL-WHOLESALER,REFRIGERATION_COLD_CHAIN,false,
PWS-028,MOD-PHARMACEUTICAL-WHOLESALER,SECURE_STORAGE,false,"Storage provision for poisons/drugs of addiction, not medicine supply"
PHM-004,MOD-PHARMACY,REFRIGERATION_COLD_CHAIN,false,
PHM-008,MOD-PHARMACY,WASTE_MANAGEMENT,false,
PHM-014,MOD-PHARMACY,WASTE_MANAGEMENT,false,
PHM-018,MOD-PHARMACY,HAND_HYGIENE_SUPPLIES,false,
PHM-019,MOD-PHARMACY,HAND_HYGIENE_SUPPLIES,false,
PHM-022,MOD-PHARMACY,REGISTERS_SIGNAGE_STATIONERY,false,"DDA register document, not the drugs themselves"
PHM-023,MOD-PHARMACY,REFRIGERATION_COLD_CHAIN,false,
PHM-024,MOD-PHARMACY,REFRIGERATION_COLD_CHAIN,false,
PHM-026,MOD-PHARMACY,PHARMACY_DISPENSING_EQUIPMENT,false,
PHM-027,MOD-PHARMACY,PHARMACY_DISPENSING_EQUIPMENT,false,
PHM-028,MOD-PHARMACY,PHARMACY_DISPENSING_EQUIPMENT,false,
PHM-029,MOD-PHARMACY,SHARPS_CLINICAL_WASTE,false,
PHM-030,MOD-PHARMACY,PHARMACY_DISPENSING_EQUIPMENT,false,Dispensary balancing scale
PHM-032,MOD-PHARMACY,REGISTERS_SIGNAGE_STATIONERY,false,
PHY-007,MOD-PHYSIOTHERAPY,CLINICAL_FURNITURE,false,
PHY-009,MOD-PHYSIOTHERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
PHY-010,MOD-PHYSIOTHERAPY,CLINICAL_FURNITURE,false,
PHY-011,MOD-PHYSIOTHERAPY,CLINICAL_FURNITURE,false,
PHY-012,MOD-PHYSIOTHERAPY,SHARPS_CLINICAL_WASTE,false,
PHY-013,MOD-PHYSIOTHERAPY,LINEN_TEXTILES,false,
PHY-014,MOD-PHYSIOTHERAPY,CLINICAL_FURNITURE,false,
PHY-015,MOD-PHYSIOTHERAPY,WASTE_MANAGEMENT,false,
PHY-016,MOD-PHYSIOTHERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,
PHY-017,MOD-PHYSIOTHERAPY,PATIENT_TRANSPORT_MOBILITY,false,Mobility aids
PHY-018,MOD-PHYSIOTHERAPY,ASSESSMENT_TOOLS,false,
PHY-019,MOD-PHYSIOTHERAPY,DIAGNOSTIC_INSTRUMENTS,false,
PHY-020,MOD-PHYSIOTHERAPY,EMERGENCY_RESUSCITATION,false,
PHY-021,MOD-PHYSIOTHERAPY,PPE_PROTECTIVE_WEAR,false,
PHY-022,MOD-PHYSIOTHERAPY,EXCLUDED,false,"Local-authority/HPA office registration, not a purchasable item"
PHY-023,MOD-PHYSIOTHERAPY,CLINICAL_FURNITURE,false,
PHY-026,MOD-PHYSIOTHERAPY,OFFICE_FURNITURE_FILING,false,
PHY-027,MOD-PHYSIOTHERAPY,PHYSIOTHERAPY_REHAB_EQUIPMENT,false,Practice-appropriate therapy equipment and tools
PSY-002,MOD-PSYCHOLOGIST,OFFICE_FURNITURE_FILING,false,
PSY-003,MOD-PSYCHOLOGIST,CLINICAL_FURNITURE,false,
PSY-004,MOD-PSYCHOLOGIST,OFFICE_FURNITURE_FILING,false,
PSY-006,MOD-PSYCHOLOGIST,FACILITY_GENERAL_SUPPLIES,false,
RTX-003,MOD-RADIOTHERAPY,RADIATION_PROTECTION_SHIELDING,false,Radiation protection for cobalt/linac/simulation rooms
RTX-004,MOD-RADIOTHERAPY,EXCLUDED,false,"Room layout design requirement (building design), not a discrete purchasable product"
RTX-005,MOD-RADIOTHERAPY,RADIATION_PROTECTION_SHIELDING,false,
THR-002,MOD-THEATRE,OFFICE_FURNITURE_FILING,false,
THR-004,MOD-THEATRE,SECURE_STORAGE,false,
THR-005,MOD-THEATRE,SECURE_STORAGE,false,"Medicine storage cupboard, not the medicines"
THR-006,MOD-THEATRE,CONTROLLED_MEDICINES,true,Dangerous drug cupboard stocked with DDA drugs + register
THR-007,MOD-THEATRE,LINEN_TEXTILES,false,
THR-008,MOD-THEATRE,PPE_PROTECTIVE_WEAR,false,
THR-009,MOD-THEATRE,WASTE_MANAGEMENT,false,
THR-012,MOD-THEATRE,STERILISATION_DISINFECTION,false,"Surgical scrub solutions - antiseptic, not wholesaler-restricted medicine"
THR-013,MOD-THEATRE,WASTE_MANAGEMENT,false,
THR-020,MOD-THEATRE,MEDICAL_LIGHTING,false,
THR-021,MOD-THEATRE,DIAGNOSTIC_IMAGING_EQUIPMENT,false,
THR-022,MOD-THEATRE,POWER_HVAC_ELECTRICAL,false,
THR-023,MOD-THEATRE,SUCTION_OXYGEN_DELIVERY,false,"Piped medical gases: N2, O2, compressed air, vacuum"
THR-024,MOD-THEATRE,THEATRE_EQUIPMENT,false,
THR-025,MOD-THEATRE,ANAESTHESIA_VENTILATION,false,
